source;destination;local_departure_time;local_arrival_time
SSJ;BOO;2017-03-08 10:42:00;2017-03-08 11:17:00
BCN;NTE;2016-07-01 07:00:00;2016-07-01 08:35:00
JAI;AMD;2017-07-11 09:20:00;2017-07-11 10:45:00
BCN;LGW;2016-05-08 10:35:00;2016-05-08 11:40:00
JED;AHB;2016-11-02 00:40:00;2016-11-02 01:50:00
DEL;IXB;2016-05-12 11:15:00;2016-05-12 13:20:00
FRA;BLL;2016-11-02 21:30:00;2016-11-02 22:50:00
PDG;CGK;2017-01-07 08:15:00;2017-01-07 10:05:00
TLS;CDG;2016-05-23 07:10:00;2016-05-23 08:40:00
IEV;RIX;2016-04-12 21:00:00;2016-04-12 22:55:00
JHB;SUB;2016-03-08 10:20:00;2016-03-08 11:45:00
IST;PEK;2016-03-16 01:30:00;2016-03-16 18:50:00
BOM;JLR;2016-03-30 17:25:00;2016-03-30 19:25:00
NBO;AMS;2016-04-10 08:10:00;2016-04-10 15:55:00
TLS;ORY;2016-04-05 14:45:00;2016-04-05 16:05:00
BJM;NBO;2016-05-09 10:25:00;2016-05-09 13:05:00
GMP;KIX;2016-03-31 17:50:00;2016-03-31 19:30:00
CCS;SDQ;2016-06-12 13:30:00;2016-06-12 15:00:00
SMQ;PNK;2016-05-26 12:35:00;2016-05-26 15:30:00
CTA;FCO;2016-06-19 16:50:00;2016-06-19 18:10:00
ORY;RAK;2016-10-17 06:50:00;2016-10-17 08:55:00
HKG;PVG;2016-05-31 13:15:00;2016-05-31 15:45:00
BAH;DXB;2016-11-04 09:50:00;2016-11-04 12:00:00
JNB;MGH;2016-11-23 10:30:00;2016-11-23 12:10:00
CGK;PGK;2017-02-12 17:40:00;2017-02-12 18:50:00
JED;AHB;2016-11-02 13:20:00;2016-11-02 14:30:00
PMI;MAD;2016-09-19 19:15:00;2016-09-19 20:40:00
LIN;JMK;2016-08-07 14:45:00;2016-08-07 18:35:00
HAM;PRG;2016-11-28 09:15:00;2016-11-28 10:50:00
PMI;MAD;2016-09-19 15:40:00;2016-09-19 17:05:00
TAO;DQA;2016-10-28 22:20:00;2016-10-29 00:25:00
DLI;SGN;2016-12-30 19:45:00;2016-12-30 20:35:00
YHZ;YSJ;2016-06-24 23:30:00;2016-06-25 00:17:00
BSB;REC;2016-09-23 10:10:00;2016-09-23 12:50:00
MIR;CDG;2017-01-03 14:00:00;2017-01-04 08:36:00
MCT;SLL;2016-10-24 17:20:00;2016-10-24 19:00:00
DXB;FRA;2016-11-16 01:30:00;2016-11-16 05:20:00
VIE;LEJ;2017-01-20 17:35:00;2017-01-20 18:55:00
LPA;TFN;2016-11-09 19:00:00;2016-11-09 19:30:00
VSA;MEX;2016-11-22 08:35:00;2016-11-22 10:10:00
SBH;PTP;2017-01-03 14:45:00;2017-01-03 15:45:00
MEX;MTY;2017-01-24 17:30:00;2017-01-24 19:20:00
HAQ;MLE;2017-02-13 10:05:00;2017-02-13 11:00:00
YYZ;NAS;2017-05-22 10:00:00;2017-05-22 13:14:00
MAD;LCG;2016-12-11 15:45:00;2016-12-11 17:00:00
BSB;FLN;2016-03-16 21:21:00;2016-03-16 23:10:00
POA;NVT;2016-05-23 07:04:00;2016-05-23 08:28:00
MUC;DUS;2016-04-08 16:50:00;2016-04-08 18:05:00
LHR;FCO;2016-03-31 18:25:00;2016-03-31 21:55:00
JHG;CGO;2016-04-06 13:00:00;2016-04-06 17:10:00
PBC;TIJ;2016-04-24 15:01:00;2016-04-24 16:58:00
LIM;CUZ;2016-05-10 05:30:00;2016-05-10 06:50:00
HAM;ZRH;2016-08-09 18:15:00;2016-08-09 19:40:00
AMS;BLL;2016-10-16 12:55:00;2016-10-16 13:55:00
LST;MEL;2016-12-14 14:50:00;2016-12-14 15:55:00
FRA;IST;2016-10-12 20:00:00;2016-10-13 00:05:00
RUH;PEW;2016-10-21 10:00:00;2016-10-21 16:00:00
UPG;SUB;2016-10-19 13:30:00;2016-10-19 14:00:00
GOH;SFJ;2017-07-11 14:50:00;2017-07-11 15:45:00
HKG;PVG;2016-05-31 17:25:00;2016-05-31 20:05:00
LHR;ZRH;2016-11-08 19:15:00;2016-11-08 22:00:00
CBB;LPB;2016-06-13 09:00:00;2016-06-13 09:35:00
CGN;SAW;2016-11-05 14:40:00;2016-11-05 18:45:00
BOD;ORY;2016-10-25 18:30:00;2016-10-25 19:40:00
TYN;NGB;2016-08-29 07:40:00;2016-08-29 09:50:00
JED;AHB;2016-11-02 18:40:00;2016-11-02 19:50:00
JED;AHB;2016-11-02 22:40:00;2016-11-02 23:50:00
ALF;TOS;2017-07-12 07:00:00;2017-07-12 07:35:00
BAH;DXB;2016-11-04 17:45:00;2016-11-04 20:00:00
AMS;VCE;2016-08-10 14:30:00;2016-08-10 16:15:00
PMI;MAD;2016-09-19 08:00:00;2016-09-19 09:25:00
DJJ;BIK;2016-10-13 07:55:00;2016-10-13 09:05:00
PUS;KUL;2016-05-22 10:35:00;2016-05-22 15:55:00
PLZ;JNB;2016-07-30 08:40:00;2016-07-30 10:20:00
MKM;BTU;2016-06-03 12:40:00;2016-06-03 13:15:00
TER;LIS;2016-12-11 09:20:00;2016-12-11 12:40:00
CGK;JED;2016-06-29 11:55:00;2016-06-29 17:30:00
GRU;ASU;2016-07-03 23:30:00;2016-07-04 00:40:00
CPE;MEX;2016-06-05 06:22:00;2016-06-05 08:20:00
POA;NVT;2016-05-23 09:29:00;2016-05-23 10:38:00
CKG;NKG;2016-06-09 13:35:00;2016-06-09 15:45:00
WUH;KMG;2016-04-06 10:50:00;2016-04-06 12:55:00
THE;BSB;2016-05-17 12:57:00;2016-05-17 15:12:00
SCL;PMC;2016-09-16 10:40:00;2016-09-16 12:30:00
MNL;XMN;2016-06-09 07:35:00;2016-06-09 09:55:00
CGH;CNF;2016-06-20 17:40:00;2016-06-20 18:53:00
BUD;AMS;2016-04-24 06:10:00;2016-04-24 08:15:00
SCL;PMC;2016-09-16 13:55:00;2016-09-16 15:45:00
KCH;MKM;2016-09-28 12:00:00;2016-09-28 13:05:00
MLA;LCA;2016-05-18 15:30:00;2016-05-18 18:55:00
SXF;SVG;2016-05-15 09:10:00;2016-05-15 10:45:00
CCU;DEL;2016-10-01 15:10:00;2016-10-01 17:25:00
SOF;IST;2016-08-13 15:05:00;2016-08-13 16:30:00
CPE;MEX;2016-06-05 11:21:00;2016-06-05 13:15:00
SBH;PTP;2017-01-03 17:30:00;2017-01-03 18:30:00
STN;GLA;2016-10-06 20:40:00;2016-10-06 21:50:00
PEK;MIG;2016-12-09 07:25:00;2016-12-09 10:20:00
PEK;TNH;2016-08-03 07:35:00;2016-08-03 09:20:00
PAG;MNL;2017-02-08 07:15:00;2017-02-08 08:50:00
MUC;KVA;2016-10-01 16:05:00;2016-10-01 19:15:00
YSJ;YYZ;2016-05-12 12:10:00;2016-05-12 13:39:00
CKG;TYN;2016-05-18 16:25:00;2016-05-18 18:20:00
BCN;DXB;2016-11-03 14:50:00;2016-11-04 00:35:00
PLW;SUB;2017-03-12 11:40:00;2017-03-12 12:35:00
BRE;MUC;2016-11-02 06:10:00;2016-11-02 07:25:00
ADD;CDG;2016-11-19 00:15:00;2016-11-19 05:50:00
NAS;GCM;2016-05-27 15:45:00;2016-05-27 16:20:00
HKT;DMK;2016-11-15 07:50:00;2016-11-15 09:10:00
KUL;OOL;2015-10-30 21:40:00;2015-10-31 07:50:00
CTU;NGB;2016-03-31 14:00:00;2016-03-31 17:55:00
WNZ;TYN;2016-04-01 19:45:00;2016-04-01 22:15:00
SHA;TSA;2016-04-02 14:15:00;2016-04-02 16:15:00
WUX;KMG;2016-04-02 07:45:00;2016-04-02 12:05:00
KHG;CAN;2016-04-05 11:55:00;2016-04-05 19:35:00
MPL;ORY;2016-04-24 18:50:00;2016-04-24 20:10:00
TLS;LHR;2016-11-03 17:10:00;2016-11-03 18:10:00
LST;BNE;2016-05-23 15:50:00;2016-05-23 18:20:00
DPS;MEL;2016-07-04 21:10:00;2016-07-05 04:45:00
GDL;TIJ;2016-04-03 15:00:00;2016-04-03 15:50:00
JHG;KMG;2016-08-22 00:35:00;2016-08-22 01:40:00
CGN;MUC;2016-12-08 06:25:00;2016-12-08 07:30:00
ACE;LPA;2016-05-10 17:00:00;2016-05-10 17:45:00
IXL;DEL;2016-05-23 08:25:00;2016-05-23 09:45:00
DYG;TPE;2016-10-14 14:50:00;2016-10-14 17:20:00
OKA;NGO;2016-07-06 10:25:00;2016-07-06 12:35:00
AMS;ABZ;2016-07-20 08:15:00;2016-07-20 08:45:00
SXF;AGP;2016-12-09 15:35:00;2016-12-09 19:15:00
CLO;BOG;2016-12-20 19:29:00;2016-12-20 20:30:00
ACC;OUA;2016-10-19 19:20:00;2016-10-19 20:40:00
TRV;MAA;2017-01-25 13:15:00;2017-01-25 14:40:00
AER;DME;2016-11-17 18:05:00;2016-11-17 20:30:00
PLM;DJB;2016-07-25 15:30:00;2016-07-25 16:15:00
JNB;MGH;2017-05-06 12:40:00;2017-05-06 14:20:00
BRE;MUC;2016-11-02 08:45:00;2016-11-02 10:00:00
VIX;CNF;2016-08-21 19:09:00;2016-08-21 20:15:00
HAM;FCO;2017-04-03 12:45:00;2017-04-03 15:00:00
DIY;ADA;2016-12-30 17:20:00;2016-12-30 18:20:00
NRT;KIX;2016-06-14 09:35:00;2016-06-14 11:05:00
PLS;KIN;2016-05-29 04:00:00;2016-05-29 04:40:00
BRS;JER;2016-05-15 17:30:00;2016-05-15 18:30:00
PLZ;JNB;2016-07-30 11:20:00;2016-07-30 13:00:00
DMK;URT;2016-11-02 18:55:00;2016-11-02 20:10:00
SHE;TYN;2017-02-28 19:25:00;2017-02-28 21:25:00
SBW;BKI;2016-08-22 12:15:00;2016-08-22 13:55:00
SGN;HKG;2016-11-02 05:35:00;2016-11-02 09:05:00
BUD;LIS;2015-06-08 16:30:00;2015-06-08 19:20:00
STI;SJU;2016-03-09 12:43:00;2016-03-09 13:50:00
MAO;GIG;2016-05-13 15:52:00;2016-05-13 22:21:00
SAW;EDO;2017-04-12 19:05:00;2017-04-12 20:20:00
BRU;LGW;2016-03-27 19:20:00;2016-03-27 19:30:00
LGW;FAO;2016-04-07 16:00:00;2016-04-07 18:50:00
NCE;TUN;2017-04-12 19:00:00;2017-04-13 09:42:00
DME;MRV;2016-11-08 12:05:00;2016-11-08 14:10:00
DUB;NCL;2016-03-14 18:30:00;2016-03-15 06:00:00
IMF;GAU;2016-07-13 09:45:00;2016-07-13 10:30:00
ALA;UKK;2016-06-25 11:50:00;2016-06-25 13:10:00
AMD;MAA;2016-08-29 19:55:00;2016-08-29 22:20:00
BGO;SVG;2016-12-11 17:45:00;2016-12-11 18:20:00
YYR;YBX;2016-12-30 17:45:00;2016-12-30 18:45:00
VVI;LPB;2016-07-28 07:00:00;2016-07-28 08:00:00
FCO;AMS;2016-04-24 10:25:00;2016-04-24 13:00:00
CPH;EDI;2016-07-01 13:30:00;2016-07-01 14:20:00
MEX;MTY;2017-01-24 18:00:00;2017-01-24 19:41:00
BWN;MEL;2016-11-25 20:00:00;2016-11-26 05:50:00
FCO;KBP;2016-05-21 13:10:00;2016-05-21 17:15:00
SBW;BKI;2016-08-22 16:15:00;2016-08-22 17:55:00
CGK;KNO;2016-11-14 05:50:00;2016-11-14 08:10:00
KIX;TPE;2016-08-11 10:00:00;2016-08-11 12:20:00
YXE;YWG;2017-05-09 06:00:00;2017-05-09 08:30:00
PLW;SUB;2017-03-12 21:05:00;2017-03-12 22:05:00
TXL;MLA;2016-11-19 19:15:00;2016-11-19 22:10:00
CGK;PLM;2016-11-01 19:50:00;2016-11-01 20:55:00
ETH;SDV;2016-08-04 13:20:00;2016-08-04 14:05:00
BOD;ORY;2016-10-25 20:40:00;2016-10-25 21:50:00
CGN;MUC;2016-12-08 08:50:00;2016-12-08 09:55:00
YIW;ZUH;2016-10-15 08:50:00;2016-10-15 10:50:00
HFE;ZUH;2016-11-05 19:50:00;2016-11-05 22:00:00
CGH;VIX;2016-03-10 09:50:00;2016-03-10 11:15:00
LHR;MAD;2016-03-26 15:45:00;2016-03-26 19:10:00
LCY;ZRH;2016-03-29 07:00:00;2016-03-29 09:30:00
POA;NVT;2016-05-23 18:12:00;2016-05-23 19:17:00
BGA;AUC;2016-04-16 06:05:00;2016-04-16 07:11:00
AMS;VIE;2016-04-09 20:35:00;2016-04-09 22:20:00
BOM;VNS;2016-05-13 17:00:00;2016-05-13 19:15:00
AQP;LIM;2016-05-13 07:45:00;2016-05-13 09:15:00
MAO;GRU;2017-05-17 01:36:00;2017-05-17 06:35:00
FCO;SVO;2016-10-20 21:20:00;2016-10-21 02:05:00
FRA;PVG;2016-06-06 20:00:00;2016-06-07 12:55:00
SGN;CXR;2016-06-12 10:25:00;2016-06-12 11:30:00
LYG;XUZ;2016-09-01 10:15:00;2016-09-01 11:00:00
LBA;KGS;2017-05-09 09:40:00;2017-05-09 16:00:00
CKG;HGH;2016-10-29 17:15:00;2016-10-29 19:35:00
VCE;LYS;2016-05-26 13:00:00;2016-05-26 14:25:00
LPA;TFN;2016-11-09 20:00:00;2016-11-09 20:30:00
AMS;BFS;2017-06-16 12:40:00;2017-06-16 13:15:00
XIY;HRB;2016-10-14 19:25:00;2016-10-14 22:20:00
MRS;TUN;2016-08-01 23:00:00;2016-08-02 12:31:00
KIX;TPE;2016-08-11 12:50:00;2016-08-11 15:00:00
SHA;TYN;2016-10-27 06:55:00;2016-10-27 09:30:00
PUS;HKG;2016-11-14 08:00:00;2016-11-14 10:45:00
BRE;MUC;2016-11-02 13:30:00;2016-11-02 14:45:00
FAE;RKV;2016-10-17 12:35:00;2016-10-17 13:00:00
MMX;BMA;2017-04-05 06:00:00;2017-04-05 07:05:00
SSJ;BOO;2017-03-08 16:30:00;2017-03-08 17:05:00
DAD;SGN;2016-10-16 18:10:00;2016-10-16 19:25:00
GRU;STM;2016-04-08 09:55:00;2016-04-08 16:00:00
DME;SIP;2016-03-14 16:50:00;2016-03-14 19:10:00
CNF;SLZ;2016-04-26 23:28:00;2016-04-27 02:05:00
HAM;SZG;2017-04-30 16:55:00;2017-04-30 18:20:00
BLA;CCS;2016-05-23 21:30:00;2016-05-23 22:15:00
RAI;SID;2016-10-07 11:30:00;2016-10-07 13:15:00
CKG;HAK;2016-11-05 23:10:00;2016-11-06 01:25:00
MEX;MTY;2017-01-24 19:00:00;2017-01-24 20:43:00
DEL;HKG;2016-12-27 23:05:00;2016-12-28 06:50:00
CGQ;CSX;2016-10-30 09:45:00;2016-10-30 13:00:00
BRE;MUC;2016-11-02 16:50:00;2016-11-02 18:05:00
BSB;SDU;2016-06-20 10:58:00;2016-06-20 12:36:00
HKG;MAN;2016-06-20 01:00:00;2016-06-20 06:50:00
MCT;SLL;2016-05-09 14:25:00;2016-05-09 16:10:00
KIX;TPE;2016-08-11 14:30:00;2016-08-11 16:40:00
LHW;CSX;2016-10-13 08:30:00;2016-10-13 10:50:00
GLA;STN;2017-01-18 16:05:00;2017-01-18 17:20:00
GUW;SCO;2016-06-19 09:50:00;2016-06-19 10:30:00
PEK;CIH;2016-07-12 21:45:00;2016-07-12 23:05:00
YRT;YXN;2016-07-30 11:15:00;2016-07-30 13:00:00
PEN;KUL;2016-07-18 14:00:00;2016-07-18 15:00:00
HKG;PEK;2016-10-19 08:00:00;2016-10-19 11:15:00
MHC;PMC;2016-08-31 14:00:00;2016-08-31 14:35:00
ESB;SAW;2017-02-09 09:00:00;2017-02-10 00:00:00
OPO;CPH;2016-08-08 16:45:00;2016-08-08 21:10:00
KWI;DXB;2017-02-08 06:55:00;2017-02-08 09:40:00
CGO;SIN;2017-01-19 07:55:00;2017-01-19 13:40:00
ZNZ;VRN;2016-08-17 12:55:00;2016-08-17 19:50:00
BHD;AGP;2016-09-03 06:40:00;2016-09-19 07:16:00
PVG;DLC;2016-05-16 17:50:00;2016-05-16 19:50:00
BGI;GRU;2016-04-03 10:15:00;2016-04-03 17:10:00
KWI;DMM;2016-04-24 22:25:00;2016-04-24 23:35:00
CGK;BPN;2016-03-20 05:00:00;2016-03-20 08:05:00
CGK;BPN;2016-03-20 16:10:00;2016-03-20 19:15:00
SGN;HAN;2016-07-27 11:45:00;2016-07-27 13:50:00
COK;CCJ;2017-07-11 09:15:00;2017-07-11 10:00:00
XMN;WUH;2016-07-11 22:10:00;2016-07-12 00:05:00
AMS;ARN;2016-12-06 10:15:00;2016-12-06 12:25:00
TLU;MZL;2016-07-29 10:45:00;2016-07-29 16:35:00
CDG;DUB;2016-06-10 17:05:00;2016-06-11 09:48:00
YOW;YQG;2016-10-13 15:30:00;2016-10-13 18:00:00
KUL;SIN;2016-10-16 19:40:00;2016-10-16 20:40:00
DXB;MRV;2016-10-04 23:00:00;2016-10-05 01:50:00
BRE;MUC;2016-11-02 20:05:00;2016-11-02 21:20:00
MAN;AMS;2017-01-07 09:05:00;2017-01-07 11:30:00
MDC;PLW;2016-10-10 10:35:00;2016-10-10 13:10:00
DUS;FRA;2016-10-31 14:35:00;2016-10-31 15:30:00
MEX;CUN;2016-07-15 14:10:00;2016-07-15 16:35:00
IST;DLM;2016-10-03 11:30:00;2016-10-03 12:40:00
JNB;DUR;2016-10-31 15:15:00;2016-10-31 16:20:00
MRS;CDG;2016-11-04 10:30:00;2016-11-04 12:00:00
PUF;CDG;2016-11-04 06:30:00;2016-11-04 08:00:00
CKG;HAK;2016-11-05 11:35:00;2016-11-05 13:50:00
LBV;BZV;2016-05-12 18:20:00;2016-05-12 20:15:00
CWL;BHD;2016-12-12 11:45:00;2016-12-12 13:00:00
NAG;DEL;2016-09-01 08:00:00;2016-09-01 10:00:00
ELQ;JED;2016-10-21 23:20:00;2016-10-22 00:50:00
CAI;ELQ;2016-09-18 10:50:00;2016-09-18 13:00:00
AOJ;ITM;2017-08-13 13:40:00;2017-08-13 15:15:00
KOJ;HND;2016-12-06 13:00:00;2016-12-06 14:30:00
ORY;AGF;2016-10-05 20:00:00;2016-10-05 21:25:00
BGY;PSR;2017-02-02 20:30:00;2017-02-02 21:45:00
HAK;PEK;2016-09-30 19:00:00;2016-09-30 22:35:00
ORY;MRS;2016-07-04 08:05:00;2016-07-04 09:20:00
HND;SHA;2016-04-02 14:30:00;2016-04-02 16:30:00
ATH;MXP;2016-05-16 08:30:00;2016-05-16 10:10:00
IXS;CCU;2016-05-30 07:35:00;2016-05-30 09:00:00
GYD;SVO;2016-06-11 16:15:00;2016-06-11 17:25:00
GVA;ATH;2016-09-17 12:20:00;2016-09-17 16:00:00
PTY;SCL;2016-11-04 15:53:00;2016-11-05 00:21:00
SHA;TYN;2016-10-27 17:50:00;2016-10-27 20:20:00
BCN;LPL;2016-07-01 12:10:00;2016-07-01 13:45:00
SGN;HAN;2016-09-16 10:35:00;2016-09-16 12:40:00
IXE;BLR;2016-11-08 08:20:00;2016-11-08 09:30:00
CFU;OSL;2017-07-11 04:35:00;2017-07-11 07:00:00
YVR;YMM;2016-10-21 09:35:00;2016-10-21 12:50:00
KWI;BLR;2016-11-29 20:55:00;2016-11-30 04:20:00
SZX;KHN;2016-07-22 22:15:00;2016-07-22 23:55:00
WGA;SYD;2016-06-03 17:10:00;2016-06-03 18:20:00
CGH;FLN;2016-05-27 10:30:00;2016-05-27 11:45:00
BWT;MEL;2017-04-20 06:30:00;2017-04-20 07:45:00
MEX;MTY;2017-01-24 20:00:00;2017-01-24 21:39:00
CPH;EDI;2017-04-21 13:40:00;2017-04-21 14:30:00
PAS;ATH;2017-07-29 08:10:00;2017-07-29 08:50:00
VNO;ARN;2016-10-30 19:20:00;2016-10-30 20:05:00
KUL;PDG;2016-07-14 07:50:00;2016-07-14 08:00:00
PRG;STN;2017-06-01 06:40:00;2017-06-01 07:40:00
BEY;RUH;2016-05-09 17:00:00;2016-05-09 20:35:00
SGN;NRT;2017-06-21 00:30:00;2017-06-21 08:00:00
PLS;KIN;2016-12-25 16:00:00;2016-12-25 16:40:00
BCN;HAM;2016-12-28 13:40:00;2016-12-28 16:20:00
MEX;BJX;2016-07-04 10:20:00;2016-07-04 11:26:00
BWN;BKI;2016-09-24 19:15:00;2016-09-24 19:55:00
MRS;SXB;2016-07-10 20:05:00;2016-07-10 21:20:00
SCL;CCP;2016-10-08 17:35:00;2016-10-08 18:45:00
TPE;PUS;2016-12-11 07:55:00;2016-12-11 11:05:00
CJJ;CJU;2016-10-21 07:55:00;2016-10-21 08:55:00
AMD;DXB;2015-02-09 16:35:00;2015-02-09 18:15:00
PEE;SVO;2016-03-13 06:30:00;2016-03-13 06:35:00
KIX;KMG;2016-04-01 19:15:00;2016-04-02 00:50:00
DOH;ISB;2016-04-03 00:50:00;2016-04-03 06:30:00
ORY;PUF;2016-04-04 14:15:00;2016-04-04 15:35:00
TXL;DUS;2016-06-22 15:00:00;2016-06-22 16:10:00
LOP;UPG;2016-07-10 18:25:00;2016-07-10 20:10:00
BCN;OTP;2016-03-09 11:30:00;2016-03-09 15:35:00
SGN;HAN;2016-09-16 14:50:00;2016-09-16 16:55:00
KWI;DXB;2017-02-08 18:40:00;2017-02-08 21:25:00
CNS;MEL;2017-02-09 10:55:00;2017-02-09 15:20:00
ARN;SAW;2016-06-26 13:55:00;2016-06-26 18:25:00
AXM;CAQ;2016-07-02 07:35:00;2016-07-02 12:39:00
HAN;DAD;2016-05-15 19:30:00;2016-05-15 20:45:00
DOH;LHR;2016-09-22 12:35:00;2016-09-22 17:55:00
RJA;MAA;2016-06-13 16:45:00;2016-06-13 19:50:00
SHA;URC;2016-06-04 17:25:00;2016-06-04 22:50:00
TAO;HGH;2016-10-28 21:55:00;2016-10-28 23:45:00
STN;VNO;2017-06-02 19:00:00;2017-06-02 23:40:00
UIB;BSC;2017-03-15 12:12:00;2017-03-15 12:47:00
DEL;BHO;2016-12-10 17:00:00;2016-12-10 18:15:00
PUF;CDG;2016-11-04 10:45:00;2016-11-04 12:15:00
AMS;GIG;2017-05-07 11:00:00;2017-05-07 17:45:00
AMS;MAD;2016-11-10 09:45:00;2016-11-10 12:20:00
CGB;GRU;2016-05-24 16:30:00;2016-05-24 19:55:00
GOI;RJA;2016-06-30 13:10:00;2016-06-30 16:20:00
HAS;RUH;2016-12-19 07:30:00;2016-12-19 08:40:00
BSB;SSA;2017-03-04 19:05:00;2017-03-04 20:57:00
ADD;MQX;2016-06-12 12:20:00;2016-06-12 13:45:00
NAP;LIN;2016-12-07 17:15:00;2016-12-07 18:30:00
CDG;MIR;2016-09-20 14:30:00;2016-09-21 11:35:00
KIV;DME;2017-06-09 07:00:00;2017-06-09 08:50:00
GRU;AEP;2016-09-24 23:25:00;2016-09-25 02:20:00
BWT;MEL;2017-04-20 10:15:00;2017-04-20 11:30:00
SHA;CSX;2016-05-18 14:15:00;2016-05-18 16:15:00
SHA;URC;2016-06-04 16:10:00;2016-06-04 21:35:00
AOJ;ITM;2017-08-13 18:20:00;2017-08-13 19:55:00
BEL;CNF;2016-04-06 17:02:00;2016-04-06 20:04:00
CPT;JNB;2016-03-31 16:00:00;2016-03-31 18:00:00
SYD;SIN;2016-05-02 07:55:00;2016-05-02 14:15:00
YVR;YPW;2016-12-27 08:15:00;2016-12-27 08:50:00
KNO;DPS;2016-11-09 13:15:00;2016-11-09 19:00:00
YQT;YYC;2016-11-03 15:45:00;2016-11-03 19:48:00
HYD;VTZ;2016-09-23 08:45:00;2016-09-23 09:55:00
GRJ;JNB;2016-10-21 13:30:00;2016-10-21 15:15:00
RUH;TUI;2016-12-18 07:20:00;2016-12-18 09:20:00
YYC;YYZ;2017-05-22 18:35:00;2017-05-23 00:19:00
UTH;CNX;2016-05-19 18:10:00;2016-05-19 19:10:00
VER;GDL;2016-12-12 08:45:00;2016-12-12 10:15:00
TAG;MNL;2017-03-03 13:25:00;2017-03-03 14:50:00
AKL;NSN;2016-12-24 12:10:00;2016-12-24 13:35:00
DAD;SGN;2016-10-16 21:20:00;2016-10-16 22:35:00
MCZ;CNF;2016-06-06 03:42:00;2016-06-06 05:55:00
PUF;CDG;2016-11-04 15:05:00;2016-11-04 16:35:00
YEI;DIY;2016-10-09 07:50:00;2016-10-09 09:30:00
SJO;XQP;2016-08-24 15:31:00;2016-08-24 16:01:00
UIB;APO;2016-11-10 12:23:00;2016-11-10 14:38:00
AYT;SAW;2017-03-15 19:10:00;2017-03-15 20:25:00
CDG;ORK;2017-06-13 16:00:00;2017-06-13 16:40:00
LYA;CAN;2016-08-13 10:40:00;2016-08-13 12:50:00
LGW;PFO;2017-07-08 12:55:00;2017-07-08 19:25:00
BRU;RHO;2016-09-05 07:20:00;2016-09-05 12:15:00
LYS;AJA;2017-03-17 12:55:00;2017-03-17 14:20:00
INV;MAN;2016-07-08 18:25:00;2016-07-08 19:45:00
FOR;SSA;2016-11-29 15:15:00;2016-11-29 16:54:00
MAN;AMS;2017-01-07 13:45:00;2017-01-07 16:05:00
BMA;TLL;2016-04-13 09:00:00;2016-04-13 11:05:00
BMA;TLL;2016-04-13 20:20:00;2016-04-13 22:25:00
HAK;WUH;2016-04-06 11:50:00;2016-04-06 15:10:00
AMS;VNO;2016-04-26 12:30:00;2016-04-26 16:15:00
AMS;MAN;2016-04-09 14:25:00;2016-04-09 14:40:00
BHD;AGP;2016-05-13 13:50:00;2016-05-13 18:05:00
ORY;AUR;2016-05-13 09:05:00;2016-05-13 10:25:00
PVG;BAV;2016-05-28 13:35:00;2016-05-28 16:35:00
GVA;BCN;2016-05-13 17:15:00;2016-05-13 18:45:00
OSL;TRD;2016-08-17 20:20:00;2016-08-17 21:15:00
AYT;SAW;2017-03-15 17:00:00;2017-03-15 18:15:00
KKC;BKK;2017-05-09 12:05:00;2017-05-09 13:05:00
MEX;MID;2016-08-10 07:52:00;2016-08-10 09:47:00
MEX;MID;2016-08-10 22:12:00;2016-08-11 00:15:00
VNO;VIE;2017-01-02 13:35:00;2017-01-02 14:25:00
BJR;ADD;2017-02-14 16:45:00;2017-02-14 17:45:00
YXL;YRL;2017-01-26 17:30:00;2017-01-26 18:05:00
BCN;MAD;2016-11-11 09:10:00;2016-11-11 10:45:00
MEX;MTY;2017-01-24 21:00:00;2017-01-24 22:44:00
CUN;MEX;2016-09-01 16:30:00;2016-09-01 19:10:00
FCO;BCN;2017-06-24 09:55:00;2017-06-24 11:50:00
CUN;QRO;2016-05-19 10:17:00;2016-05-19 12:55:00
HEK;HRB;2016-10-14 11:50:00;2016-10-14 12:55:00
ASO;GMB;2016-10-06 14:50:00;2016-10-06 15:30:00
PVG;KWE;2016-09-28 20:55:00;2016-09-28 23:45:00
KOW;PEK;2016-09-28 15:55:00;2016-09-28 18:40:00
SGN;CAN;2017-03-21 10:20:00;2017-03-21 14:10:00
VII;BMV;2016-05-09 12:25:00;2016-05-09 13:50:00
TXL;FRA;2016-08-09 08:50:00;2016-08-09 10:05:00
CGN;MUC;2016-12-08 13:05:00;2016-12-08 14:10:00
HEK;HRB;2016-10-14 14:55:00;2016-10-14 16:10:00
KCT;CMB;2016-10-27 13:00:00;2016-10-27 14:00:00
MUR;MYY;2016-12-23 08:30:00;2016-12-23 08:50:00
YHZ;YYZ;2016-03-09 05:30:00;2016-03-09 07:02:00
BKK;PUS;2016-03-30 01:45:00;2016-03-30 09:00:00
HET;URC;2016-04-05 10:45:00;2016-04-05 14:25:00
CKS;BEL;2016-04-23 13:05:00;2016-04-23 14:09:00
AMS;UIO;2016-04-24 10:00:00;2016-04-24 14:45:00
CGH;CGR;2016-04-26 13:05:00;2016-04-26 13:45:00
DEL;VTZ;2016-05-13 12:35:00;2016-05-13 16:20:00
EDL;LOK;2016-05-09 07:15:00;2016-05-09 08:05:00
SBW;MKM;2016-03-31 13:25:00;2016-03-31 13:50:00
NAT;STM;2016-06-08 17:18:00;2016-06-08 23:29:00
