source;destination;local_departure_time;local_arrival_time
HAM;LHR;2016-03-27 06:50:00;2016-03-27 07:30:00
LIS;PDL;2017-01-11 11:15:00;2017-01-11 12:40:00
CPH;LHR;2016-03-28 10:45:00;2016-03-28 11:50:00
PEK;NNY;2016-04-06 09:05:00;2016-04-06 12:30:00
NNG;SHA;2016-04-06 09:20:00;2016-04-06 12:00:00
CJB;CCU;2016-05-13 10:00:00;2016-05-13 13:45:00
CPH;HEL;2016-11-11 08:05:00;2016-11-11 10:40:00
DUS;MUC;2017-02-10 12:30:00;2017-02-10 13:35:00
BRU;GOT;2016-03-31 19:30:00;2016-03-31 21:10:00
CCU;BLR;2016-07-26 12:55:00;2016-07-26 15:30:00
YQM;YOW;2016-10-27 16:15:00;2016-10-27 17:10:00
YVR;YLW;2016-07-21 09:05:00;2016-07-21 10:07:00
IST;DUS;2016-10-30 08:00:00;2016-10-30 10:25:00
STR;AYT;2017-04-30 06:30:00;2017-04-30 10:40:00
STN;BGY;2017-06-01 08:05:00;2017-06-01 11:05:00
TMC;SOC;2016-10-03 12:05:00;2016-10-03 13:25:00
FCO;LIS;2016-11-07 14:15:00;2016-11-07 16:25:00
SIN;BKK;2017-01-04 09:40:00;2017-01-04 10:55:00
ORY;LIS;2017-05-25 16:20:00;2017-05-25 17:45:00
LPL;DUB;2016-09-10 22:05:00;2016-09-10 23:10:00
JRO;MWZ;2016-09-16 09:40:00;2016-09-16 11:10:00
NSI;LFW;2016-08-28 08:45:00;2016-08-28 11:25:00
MAN;ORK;2017-06-13 16:50:00;2017-06-13 18:20:00
BKK;GAU;2016-06-07 09:00:00;2016-06-07 10:30:00
HAM;LHR;2016-12-16 10:25:00;2016-12-16 11:15:00
CZX;CAN;2016-09-24 20:30:00;2016-09-24 22:40:00
DEL;AMD;2016-05-09 22:40:00;2016-05-10 00:10:00
MAA;BLR;2016-07-27 22:05:00;2016-07-27 23:05:00
ODO;IKT;2016-06-13 09:20:00;2016-06-13 11:50:00
CLO;MDE;2016-05-21 12:00:00;2016-05-21 13:08:00
KIX;OKA;2015-02-07 17:30:00;2015-02-07 19:50:00
CGB;CWB;2016-03-28 05:05:00;2016-03-28 09:15:00
MRS;BIQ;2016-04-03 16:05:00;2016-04-03 17:15:00
ATH;MUC;2016-11-02 13:00:00;2016-11-02 14:35:00
ATQ;BOM;2016-11-26 14:40:00;2016-11-26 17:20:00
YEG;YVR;2017-01-25 06:25:00;2017-01-25 07:08:00
XIY;DLC;2016-03-31 13:45:00;2016-03-31 15:45:00
BIQ;ORY;2016-04-16 06:55:00;2016-04-16 08:15:00
GYN;PMW;2016-03-08 11:43:00;2016-03-08 13:30:00
TSN;XMN;2016-05-01 10:30:00;2016-05-01 13:00:00
CGK;DPS;2016-10-19 09:35:00;2016-10-19 12:35:00
SDU;CGH;2016-05-27 17:30:00;2016-05-27 18:10:00
HAN;SGN;2017-01-20 21:05:00;2017-01-20 23:15:00
EDO;SAW;2016-08-26 19:10:00;2016-08-26 20:00:00
MXP;DXB;2016-12-22 13:50:00;2016-12-22 22:55:00
GMP;KIX;2017-01-09 17:45:00;2017-01-09 19:25:00
ATH;VIE;2017-01-27 15:00:00;2017-01-27 16:25:00
GVA;OPO;2016-06-17 18:10:00;2016-06-17 19:25:00
MEX;TAM;2016-11-13 12:05:00;2016-11-13 13:05:00
AUH;JED;2017-01-12 03:00:00;2017-01-12 04:50:00
UDR;DEL;2017-02-16 07:05:00;2017-02-16 08:25:00
MAN;ORK;2017-06-13 09:00:00;2017-06-13 10:35:00
EOH;PEI;2017-04-13 06:30:00;2017-04-13 07:10:00
RUH;KRT;2016-06-27 07:00:00;2016-06-27 10:00:00
DEL;BHO;2017-06-20 17:25:00;2017-06-20 19:20:00
GNB;LGW;2017-04-15 12:25:00;2017-04-15 13:10:00
MEL;OOL;2016-05-08 13:50:00;2016-05-08 15:50:00
MEX;TGZ;2016-06-26 06:45:00;2016-06-26 08:15:00
BRU;FUE;2016-11-09 07:10:00;2016-11-09 12:15:00
HAM;LHR;2016-12-16 18:25:00;2016-12-16 19:10:00
BNE;SYD;2016-08-11 06:00:00;2016-08-11 07:35:00
ARN;SAW;2016-08-31 12:30:00;2016-08-31 17:00:00
CAN;JNG;2016-05-10 09:10:00;2016-05-10 11:25:00
JED;CAI;2016-09-13 18:50:00;2016-09-13 21:00:00
PTY;GYE;2016-06-06 11:33:00;2016-06-06 13:49:00
DME;ROV;2015-11-30 19:15:00;2015-11-30 20:50:00
SDU;SSA;2016-05-23 06:25:00;2016-05-23 09:37:00
CTU;PEK;2016-05-11 07:00:00;2016-05-11 09:35:00
PVG;SHE;2016-03-10 12:10:00;2016-03-10 14:40:00
NAT;GIG;2016-09-30 11:09:00;2016-09-30 16:05:00
ALC;NCL;2016-11-24 14:15:00;2016-11-24 16:20:00
DMK;CNX;2016-05-10 20:00:00;2016-05-10 21:15:00
IXU;BLR;2016-09-24 13:15:00;2016-09-24 16:25:00
NBO;BOM;2017-02-13 21:05:00;2017-02-14 05:35:00
DXB;JED;2016-10-15 07:05:00;2016-10-15 08:50:00
OSL;AGP;2016-05-10 11:35:00;2016-05-10 15:40:00
OVB;SWT;2016-06-12 11:30:00;2016-06-12 14:30:00
BVA;KRK;2017-02-05 09:20:00;2017-02-05 11:30:00
CGH;CLV;2016-05-29 11:05:00;2016-05-29 12:30:00
YEG;YVR;2017-01-25 07:30:00;2017-01-25 08:19:00
DUS;MUC;2017-02-10 13:30:00;2017-02-10 14:35:00
STN;BGY;2017-06-01 13:40:00;2017-06-01 16:40:00
GNB;LGW;2017-04-15 09:50:00;2017-04-15 10:35:00
SVX;OVB;2016-05-25 08:50:00;2016-05-25 11:50:00
DAR;JNB;2016-10-09 10:40:00;2016-10-09 13:20:00
RUH;TUU;2016-12-19 19:50:00;2016-12-19 22:00:00
YQX;YYT;2016-05-10 10:25:00;2016-05-10 11:10:00
CSX;HET;2016-08-17 15:25:00;2016-08-17 17:55:00
YVR;YYC;2016-10-03 09:25:00;2016-10-03 11:50:00
BNE;SYD;2016-08-11 06:30:00;2016-08-11 08:05:00
MXP;BCN;2017-06-24 17:30:00;2017-06-24 19:05:00
SDU;CGH;2016-05-27 18:40:00;2016-05-27 19:35:00
SOC;BDO;2016-07-04 07:25:00;2016-07-04 08:35:00
DUB;LGW;2016-04-01 19:50:00;2016-04-01 21:05:00
GNS;KNO;2016-11-02 14:25:00;2016-11-02 15:20:00
PRG;TXL;2016-04-13 19:30:00;2016-04-13 20:30:00
CCU;LKO;2016-04-24 18:20:00;2016-04-24 20:45:00
XMN;CSX;2016-04-26 07:20:00;2016-04-26 09:00:00
HGH;PEK;2016-07-04 12:50:00;2016-07-04 15:05:00
HKG;BNE;2016-11-16 19:15:00;2016-11-17 06:10:00
LHR;LIS;2016-07-07 08:10:00;2016-07-07 10:50:00
DQA;TAO;2016-03-11 14:30:00;2016-03-11 16:45:00
BSB;GYN;2016-07-12 21:20:00;2016-07-12 22:00:00
AAL;LGW;2016-07-10 18:20:00;2016-07-10 19:05:00
DEL;CCU;2016-09-18 07:30:00;2016-09-18 09:45:00
TSN;CAN;2016-07-14 14:55:00;2016-07-14 18:10:00
ANF;SCL;2016-08-29 23:50:00;2016-08-30 01:40:00
DAR;HAH;2016-10-18 10:00:00;2016-10-18 11:00:00
SJO;TMU;2016-06-30 02:40:00;2016-06-30 03:12:00
GDL;MEX;2016-12-16 06:48:00;2016-12-16 08:15:00
PEK;SHA;2016-09-26 08:30:00;2016-09-26 10:40:00
MEX;GDL;2016-12-08 21:00:00;2016-12-08 22:20:00
KSC;VIE;2016-09-14 05:00:00;2016-09-14 06:00:00
CBR;BNE;2016-09-19 12:25:00;2016-09-19 14:05:00
SJO;TMU;2016-06-30 09:25:00;2016-06-30 09:57:00
AMS;HAM;2016-12-26 20:35:00;2016-12-26 21:40:00
DEL;MAA;2017-04-13 13:55:00;2017-04-13 16:45:00
HKG;HAN;2017-02-10 14:30:00;2017-02-10 15:30:00
VIE;BSL;2017-07-03 08:20:00;2017-07-03 09:55:00
SIN;MFM;2017-01-17 13:40:00;2017-01-17 17:25:00
LYG;CAN;2016-09-10 21:25:00;2016-09-10 23:50:00
ZKG;ZTB;2016-11-15 13:55:00;2016-11-15 14:50:00
BGO;FRO;2017-04-23 13:25:00;2017-04-23 14:00:00
CAI;AHB;2016-05-13 17:15:00;2016-05-13 21:00:00
BSB;FOR;2016-11-28 20:45:00;2016-11-28 22:23:00
MCV;DRW;2016-11-08 19:35:00;2016-11-08 21:30:00
CGB;VCP;2016-07-07 16:07:00;2016-07-07 19:10:00
POA;NVT;2016-06-06 10:42:00;2016-06-06 11:43:00
VTZ;DEL;2016-04-07 18:35:00;2016-04-07 20:55:00
CDG;LHR;2016-04-01 12:15:00;2016-04-01 12:30:00
TLL;AMS;2016-04-16 18:10:00;2016-04-16 19:40:00
PQC;SGN;2016-04-24 22:25:00;2016-04-24 23:25:00
CGH;BSB;2016-05-23 13:20:00;2016-05-23 15:01:00
ECN;ADA;2016-06-27 14:00:00;2016-06-27 15:00:00
SPR;TZA;2016-11-01 11:00:00;2016-11-01 11:15:00
TLV;FCO;2016-10-15 05:55:00;2016-10-15 08:40:00
KBR;KUL;2016-11-12 12:50:00;2016-11-12 14:00:00
WMX;DJJ;2016-10-13 12:05:00;2016-10-13 13:05:00
AMS;MUC;2016-04-24 07:15:00;2016-04-24 08:40:00
MZV;KCH;2016-10-04 13:15:00;2016-10-04 14:50:00
DEL;IXR;2016-11-27 15:45:00;2016-11-27 17:25:00
TFN;GMZ;2016-11-21 17:00:00;2016-11-21 17:30:00
MXP;BCN;2017-06-24 09:40:00;2017-06-24 11:20:00
CWB;CGH;2016-09-04 17:18:00;2016-09-04 18:15:00
WUH;DLC;2016-08-13 12:25:00;2016-08-13 14:40:00
YUL;YTZ;2016-05-17 15:00:00;2016-05-17 16:10:00
TFN;VDE;2017-01-04 08:00:00;2017-01-04 08:40:00
ORK;EDI;2016-11-08 06:50:00;2016-11-08 08:30:00
DUS;MUC;2017-02-10 18:30:00;2017-02-10 19:35:00
HKG;NRT;2016-08-14 09:05:00;2016-08-14 14:25:00
VRN;STN;2017-05-08 10:25:00;2017-05-08 11:40:00
EOH;ACD;2017-01-03 10:28:00;2017-01-03 11:18:00
YLW;YYC;2017-01-09 10:30:00;2017-01-09 12:30:00
IST;KBP;2016-12-17 07:45:00;2016-12-17 09:50:00
DPS;NRT;2016-11-04 00:55:00;2016-11-04 08:50:00
POI;CBB;2016-09-05 08:50:00;2016-09-05 09:25:00
ATH;MXP;2016-03-12 13:20:00;2016-03-12 14:55:00
GIG;MAD;2016-03-07 19:50:00;2016-03-08 09:50:00
LYS;BLQ;2016-04-11 20:00:00;2016-04-11 21:30:00
CPT;JNB;2016-03-26 16:00:00;2016-03-26 18:00:00
GRU;LHR;2016-04-01 16:15:00;2016-04-02 07:20:00
NGB;KWE;2016-04-05 18:45:00;2016-04-05 22:40:00
MAD;FRA;2016-04-30 08:45:00;2016-04-30 11:25:00
JED;BHH;2016-03-19 21:20:00;2016-03-19 22:20:00
FAO;DUB;2016-05-13 21:00:00;2016-05-13 23:50:00
BSL;LHR;2016-06-18 18:05:00;2016-06-18 18:45:00
CGO;HGH;2016-06-21 18:30:00;2016-06-21 19:50:00
MEL;CNS;2016-05-10 06:10:00;2016-05-10 09:30:00
DEL;BDQ;2016-11-11 18:50:00;2016-11-11 20:15:00
BDO;SRG;2016-07-26 12:05:00;2016-07-26 13:10:00
IST;ADB;2016-09-04 09:45:00;2016-09-04 10:55:00
AMS;VIE;2016-11-04 17:45:00;2016-11-04 19:40:00
FCO;LYS;2016-09-23 16:15:00;2016-09-23 17:50:00
FLZ;CGK;2017-02-07 09:50:00;2017-02-07 11:55:00
HYD;DEL;2016-06-18 11:55:00;2016-06-18 14:10:00
PVG;HKG;2016-10-03 09:10:00;2016-10-03 11:35:00
GLA;DXB;2016-10-31 20:50:00;2016-11-01 08:05:00
TSN;ICN;2016-11-27 13:15:00;2016-11-27 16:00:00
JED;YNB;2016-11-08 19:15:00;2016-11-08 20:15:00
PMF;TPS;2017-05-29 21:40:00;2017-05-29 23:15:00
WAW;FRA;2016-09-28 07:45:00;2016-09-28 09:45:00
TFS;CRL;2017-06-02 17:30:00;2017-06-02 22:55:00
DUS;MUC;2017-02-10 19:30:00;2017-02-10 20:35:00
MEL;CNS;2016-05-10 18:20:00;2016-05-10 21:40:00
PVG;TAO;2016-10-28 10:40:00;2016-10-28 12:10:00
MEL;SYD;2016-10-24 16:15:00;2016-10-24 17:40:00
JTR;BLL;2016-06-21 18:55:00;2016-06-21 22:55:00
FAO;LGW;2016-05-21 16:35:00;2016-05-21 19:25:00
YVR;YYZ;2016-12-05 12:15:00;2016-12-05 19:35:00
BKK;HKG;2016-07-01 01:15:00;2016-07-01 05:15:00
POA;NVT;2016-06-06 18:22:00;2016-06-06 19:20:00
CTG;BOG;2016-07-07 05:52:00;2016-07-07 07:19:00
HAK;XMN;2016-03-16 12:55:00;2016-03-16 14:45:00
TSN;XMN;2016-05-01 14:30:00;2016-05-01 17:05:00
SDU;SSA;2016-05-23 22:13:00;2016-05-23 23:57:00
ADL;WYA;2016-04-08 16:25:00;2016-04-08 17:15:00
HKG;SIN;2016-06-07 09:05:00;2016-06-07 12:55:00
SOF;IST;2016-04-29 13:20:00;2016-04-29 14:45:00
GOA;NAP;2016-10-04 19:30:00;2016-10-04 20:50:00
DEL;NAG;2016-05-10 10:30:00;2016-05-10 12:10:00
ISG;KIX;2016-10-10 10:40:00;2016-10-10 12:55:00
DUB;FAO;2016-05-23 17:20:00;2016-05-23 20:15:00
FCO;BRU;2016-08-07 19:35:00;2016-08-07 22:00:00
CPV;GRU;2016-05-27 02:55:00;2016-05-27 07:05:00
YTZ;YOW;2016-09-22 11:15:00;2016-09-22 12:11:00
ICN;FRA;2017-02-10 15:30:00;2017-02-10 19:00:00
BOG;UIO;2017-07-12 15:00:00;2017-07-12 16:40:00
PER;MEL;2016-09-26 10:50:00;2016-09-26 16:25:00
WAW;CDG;2016-09-03 12:45:00;2016-09-03 15:10:00
CGK;AMS;2016-09-20 22:30:00;2016-09-21 08:15:00
SYD;NTL;2016-07-21 09:10:00;2016-07-21 09:55:00
VVI;LPB;2017-01-26 16:00:00;2017-01-26 17:00:00
PLS;GDT;2016-11-02 08:00:00;2016-11-02 08:30:00
AMS;LGW;2016-07-10 07:05:00;2016-07-10 07:20:00
PHS;DMK;2017-03-03 19:05:00;2017-03-03 20:05:00
MQL;MEL;2016-10-14 11:55:00;2016-10-14 12:55:00
MEX;MID;2016-06-18 21:45:00;2016-06-18 23:40:00
YEG;YVR;2017-01-25 09:55:00;2017-01-25 10:38:00
MNL;LHR;2017-08-05 13:00:00;2017-08-05 20:35:00
MEX;VSA;2016-11-13 08:30:00;2016-11-13 10:02:00
MAA;AMD;2016-05-09 05:10:00;2016-05-09 07:40:00
PEK;SHA;2016-09-26 09:30:00;2016-09-26 11:40:00
CJS;MEX;2016-09-26 06:00:00;2016-09-26 09:31:00
CJS;MEX;2016-09-26 18:15:00;2016-09-26 21:48:00
NRT;PVG;2016-08-28 08:55:00;2016-08-28 11:30:00
WUH;CAN;2016-10-04 14:00:00;2016-10-04 15:45:00
WUH;CAN;2016-10-04 20:15:00;2016-10-04 22:00:00
AMS;IBZ;2016-07-02 12:05:00;2016-07-02 14:30:00
LCY;EDI;2016-03-31 19:50:00;2016-03-31 21:10:00
NCL;LGW;2016-04-01 06:05:00;2016-04-01 07:20:00
DUB;AMS;2016-05-13 07:30:00;2016-05-13 10:05:00
NAP;JSI;2016-07-19 10:10:00;2016-07-19 12:45:00
TTQ;LIO;2016-09-25 03:45:00;2016-09-25 04:05:00
KCH;MZV;2016-10-05 11:20:00;2016-10-05 12:55:00
CAN;SYX;2016-10-14 13:55:00;2016-10-14 15:25:00
AMS;VIE;2016-11-04 20:00:00;2016-11-04 21:50:00
STN;VLC;2017-03-06 07:05:00;2017-03-06 10:35:00
MNL;CGY;2016-05-27 16:10:00;2016-05-27 17:45:00
ICN;HND;2016-07-17 20:50:00;2016-07-17 23:00:00
UDI;VCP;2016-05-11 18:55:00;2016-05-11 20:20:00
LEJ;STR;2017-07-28 17:05:00;2017-07-28 18:05:00
MAA;BOM;2016-05-12 19:10:00;2016-05-12 21:10:00
CAI;YNB;2016-07-09 09:00:00;2016-07-09 11:30:00
CJJ;YNJ;2016-09-13 18:25:00;2016-09-13 19:50:00
DAD;HPH;2016-10-30 14:40:00;2016-10-30 15:55:00
MAN;PRG;2016-10-17 15:00:00;2016-10-17 18:05:00
WAW;FRA;2016-09-28 17:05:00;2016-09-28 19:00:00
YYZ;YUL;2016-06-28 13:59:00;2016-06-28 15:24:00
MRS;TLS;2016-11-11 08:25:00;2016-11-11 09:30:00
CCU;BLR;2017-03-08 06:00:00;2017-03-08 08:30:00
UIH;SGN;2016-09-21 13:10:00;2016-09-21 14:20:00
DWC;DOH;2016-10-20 19:45:00;2016-10-20 19:50:00
BSL;LHR;2016-12-06 17:15:00;2016-12-06 17:55:00
DEL;ALA;2016-12-31 12:20:00;2016-12-31 16:40:00
CAN;SYX;2016-10-14 06:45:00;2016-10-14 08:20:00
DUS;MUC;2017-02-10 20:30:00;2017-02-10 21:35:00
WUH;CAN;2016-10-04 22:50:00;2016-10-05 00:40:00
HND;GMP;2016-09-10 12:05:00;2016-09-10 14:25:00
PBH;GAY;2016-06-24 14:10:00;2016-06-24 15:10:00
CAN;SYX;2016-10-14 19:25:00;2016-10-14 20:55:00
LHR;MAD;2016-03-28 09:15:00;2016-03-28 12:40:00
LHR;MAD;2016-03-28 11:35:00;2016-03-28 15:05:00
URC;SHA;2016-03-11 11:50:00;2016-03-11 16:15:00
LHR;STR;2016-04-26 08:05:00;2016-04-26 10:40:00
PTY;CTG;2016-04-20 21:17:00;2016-04-20 22:25:00
FRA;BLQ;2016-05-09 08:40:00;2016-05-09 10:00:00
PEK;SHE;2016-05-07 16:40:00;2016-05-07 18:05:00
BSD;KMG;2016-04-01 16:40:00;2016-04-01 17:45:00
CGO;HGH;2016-06-21 10:50:00;2016-06-21 12:10:00
MAA;SIN;2016-08-11 01:20:00;2016-08-11 08:25:00
LYS;CDG;2016-11-07 10:45:00;2016-11-07 11:55:00
BRI;LIN;2016-07-06 16:20:00;2016-07-06 17:50:00
SPR;TZA;2016-11-01 12:00:00;2016-11-01 12:20:00
SJD;MEX;2016-08-04 12:17:00;2016-08-04 15:38:00
BRI;LIN;2016-07-06 14:30:00;2016-07-06 15:55:00
FRA;BUD;2016-11-29 08:25:00;2016-11-29 09:55:00
BOG;CTG;2016-05-09 18:30:00;2016-05-09 20:02:00
MDE;BOG;2016-05-30 16:25:00;2016-05-30 17:22:00
WAW;FRA;2016-09-28 20:15:00;2016-09-28 22:10:00
KIV;OTP;2017-02-13 18:45:00;2017-02-13 20:00:00
VRN;KIV;2017-06-09 08:50:00;2017-06-09 11:50:00
CAN;SYX;2016-10-14 11:45:00;2016-10-14 13:20:00
IST;LIS;2016-07-04 09:10:00;2016-07-04 10:30:00
AMS;PEK;2016-08-16 14:50:00;2016-08-17 06:15:00
BOG;CTG;2016-05-09 23:40:00;2016-05-10 01:12:00
BOG;CTG;2016-05-09 13:30:00;2016-05-09 15:02:00
HAJ;STR;2017-02-26 17:50:00;2017-02-26 18:50:00
BOG;CTG;2016-05-09 20:20:00;2016-05-09 21:52:00
FRA;OTP;2017-02-28 11:15:00;2017-02-28 14:40:00
CNF;IPN;2017-03-09 13:00:00;2017-03-09 13:50:00
BOG;CTG;2016-05-09 19:15:00;2016-05-09 20:47:00
BOG;CTG;2016-05-09 20:44:00;2016-05-09 22:16:00
ADL;BNE;2016-12-04 14:20:00;2016-12-04 16:15:00
YYZ;LHR;2016-03-28 23:00:00;2016-03-29 10:55:00
JED;KHI;2016-05-13 00:20:00;2016-05-13 08:05:00
CNX;BKK;2016-04-10 12:20:00;2016-04-10 13:30:00
BEL;RBR;2016-05-23 18:35:00;2016-05-23 22:05:00
CJS;MEX;2017-01-26 06:00:00;2017-01-26 09:30:00
BOG;CTG;2016-05-09 09:00:00;2016-05-09 10:32:00
BWN;SIN;2016-09-20 09:15:00;2016-09-20 11:20:00
BOG;CTG;2016-05-09 16:32:00;2016-05-09 18:04:00
ADA;SAW;2016-10-05 07:30:00;2016-10-06 00:00:00
CZU;AXM;2016-11-18 09:11:00;2016-11-18 16:15:00
CAN;SYX;2016-10-14 09:30:00;2016-10-14 11:05:00
JER;BRS;2016-05-11 08:30:00;2016-05-11 09:30:00
LHR;BRU;2016-11-19 15:15:00;2016-11-19 17:30:00
ESB;ECN;2016-12-12 08:30:00;2016-12-12 09:40:00
VCL;SGN;2016-11-06 15:10:00;2016-11-06 16:25:00
MEL;ADL;2016-11-26 13:55:00;2016-11-26 14:45:00
PEK;SWA;2016-10-04 07:45:00;2016-10-04 11:00:00
MUC;LHR;2016-10-11 12:50:00;2016-10-11 14:00:00
FRA;BUD;2016-11-29 12:00:00;2016-11-29 13:30:00
WAW;FRA;2016-09-28 06:55:00;2016-09-28 08:45:00
CMN;CDG;2016-12-31 10:15:00;2016-12-31 14:20:00
ACE;TFN;2016-09-01 20:30:00;2016-09-01 21:20:00
MNL;ILO;2017-01-15 09:10:00;2017-01-15 10:30:00
CPH;ZRH;2016-11-04 19:55:00;2016-11-04 21:45:00
RUH;DXB;2016-12-31 18:20:00;2016-12-31 21:05:00
PEK;KRY;2016-10-26 09:45:00;2016-10-26 14:10:00
BRE;AMS;2016-05-16 06:15:00;2016-05-16 07:10:00
HKG;OKJ;2016-09-04 11:00:00;2016-09-04 15:40:00
DUS;MUC;2017-02-10 15:30:00;2017-02-10 16:35:00
BOG;CTG;2016-05-09 14:58:00;2016-05-09 16:30:00
CPH;KEF;2016-10-17 14:00:00;2016-10-17 15:10:00
TFN;VDE;2017-01-04 14:00:00;2017-01-04 14:40:00
CCU;HYD;2017-01-06 20:10:00;2017-01-06 22:15:00
CAN;SYX;2016-10-14 20:30:00;2016-10-14 22:05:00
FRA;LHR;2016-04-01 10:55:00;2016-04-01 11:40:00
CTU;WUX;2016-04-02 11:20:00;2016-04-02 13:40:00
PEK;CSX;2016-03-15 20:40:00;2016-03-15 23:15:00
MAA;GOI;2016-04-24 11:25:00;2016-04-24 14:20:00
SGN;VII;2016-04-25 11:55:00;2016-04-25 13:40:00
ORY;MRS;2016-04-04 20:35:00;2016-04-04 21:50:00
ICN;PNH;2016-03-27 19:15:00;2016-03-27 22:55:00
BSB;CGH;2016-05-23 08:18:00;2016-05-23 10:05:00
FRA;FAO;2016-05-09 12:25:00;2016-05-09 14:30:00
LIS;PRG;2016-05-02 13:35:00;2016-05-02 17:55:00
EBB;AMS;2016-07-01 23:35:00;2016-07-02 06:55:00
VIE;BLQ;2016-07-14 17:45:00;2016-07-14 19:05:00
JOG;BTH;2016-05-10 12:20:00;2016-05-10 14:20:00
OLB;FCO;2016-06-20 13:00:00;2016-06-20 13:55:00
VIE;CGN;2016-05-21 08:55:00;2016-05-21 10:25:00
NAG;DEL;2016-09-09 18:50:00;2016-09-09 20:25:00
HKG;OKJ;2016-09-03 11:00:00;2016-09-03 15:35:00
CAN;SYX;2016-10-14 23:15:00;2016-10-15 00:50:00
BLR;HYD;2016-11-03 19:10:00;2016-11-03 20:15:00
KUL;SGN;2016-05-19 08:55:00;2016-05-19 09:55:00
DME;MCX;2016-11-18 14:10:00;2016-11-18 16:40:00
ATQ;SXR;2017-08-12 13:10:00;2017-08-12 14:00:00
SHE;NKG;2016-08-12 12:55:00;2016-08-12 15:10:00
HYD;VGA;2016-09-29 20:00:00;2016-09-29 21:00:00
RAJ;BOM;2016-12-07 17:45:00;2016-12-07 18:55:00
AMS;GYE;2017-05-07 10:00:00;2017-05-07 17:05:00
LHW;WUH;2016-10-12 13:25:00;2016-10-12 15:30:00
DMK;CSX;2017-01-06 07:35:00;2017-01-06 12:05:00
SYD;HBA;2017-02-24 14:05:00;2017-02-24 16:00:00
CTU;SIN;2016-11-14 23:10:00;2016-11-15 04:10:00
DUS;MUC;2017-02-10 17:30:00;2017-02-10 18:35:00
LJU;FRA;2016-12-05 16:45:00;2016-12-05 18:05:00
DXB;IXE;2016-08-27 02:30:00;2016-08-27 07:40:00
MUC;OSL;2017-02-03 08:40:00;2017-02-03 10:55:00
CAI;ELQ;2016-08-23 22:00:00;2016-08-24 00:15:00
CGH;JOI;2016-05-27 08:15:00;2016-05-27 09:15:00
LCJ;AMS;2016-11-04 11:20:00;2016-11-04 13:10:00
SZB;AOR;2016-03-09 18:50:00;2016-03-09 20:00:00
GLA;STN;2016-03-30 10:50:00;2016-03-30 12:20:00
LHR;GIB;2016-04-01 12:20:00;2016-04-01 16:10:00
HAK;HFE;2016-03-16 12:55:00;2016-03-16 17:20:00
ICN;HRB;2016-03-31 12:20:00;2016-03-31 13:30:00
DEL;JAI;2016-06-16 10:20:00;2016-06-16 11:30:00
KZN;SVO;2016-06-12 11:40:00;2016-06-12 13:15:00
VCE;KIV;2016-05-09 22:10:00;2016-05-10 01:00:00
BOM;AMD;2016-04-24 07:45:00;2016-04-24 08:50:00
FOR;GIG;2016-05-18 03:20:00;2016-05-18 06:40:00
CPH;HEL;2016-05-18 20:40:00;2016-05-18 23:15:00
ORY;MRS;2016-11-07 06:20:00;2016-11-07 07:35:00
BOD;NTE;2016-12-16 14:50:00;2016-12-16 15:35:00
IXU;BLR;2016-06-15 13:15:00;2016-06-15 16:25:00
KWI;SSH;2016-08-08 08:50:00;2016-08-08 10:25:00
SVQ;TFN;2016-11-16 12:25:00;2016-11-16 13:35:00
BRU;LHR;2017-01-17 09:45:00;2017-01-17 10:05:00
MRS;TLS;2016-11-11 20:35:00;2016-11-11 21:40:00
CGO;HRB;2016-08-16 14:35:00;2016-08-16 17:15:00
TFS;LGW;2016-06-27 12:25:00;2016-06-27 16:40:00
FAO;PIK;2016-07-17 07:45:00;2016-07-17 10:50:00
NCE;ORY;2016-11-04 16:30:00;2016-11-04 17:55:00
JNB;ADD;2017-02-09 14:10:00;2017-02-09 20:25:00
FRA;GVA;2016-11-03 09:00:00;2016-11-03 10:10:00
CCJ;BAH;2016-10-24 11:35:00;2016-10-24 13:26:00
SOU;DUB;2017-02-13 10:10:00;2017-02-13 11:30:00
BHO;DEL;2016-11-02 07:45:00;2016-11-02 09:15:00
TFN;MAD;2016-10-27 07:15:00;2016-10-27 11:05:00
NNG;XMN;2016-06-08 13:15:00;2016-06-08 15:15:00
CGN;EDI;2016-11-27 10:45:00;2016-11-27 11:25:00
OKA;KMI;2017-04-07 16:25:00;2017-04-07 17:45:00
KUL;KWL;2017-05-09 06:25:00;2017-05-09 10:25:00
CDG;LGW;2017-07-04 07:00:00;2017-07-04 07:10:00
ADD;MQX;2017-01-05 12:20:00;2017-01-05 13:45:00
FOR;GIG;2016-05-18 16:55:00;2016-05-18 20:10:00
OOL;MEL;2016-10-21 07:40:00;2016-10-21 11:05:00
LHR;MAD;2016-03-29 09:15:00;2016-03-29 12:40:00
KHG;CAN;2016-03-15 11:05:00;2016-03-15 19:05:00
BOM;BKK;2016-09-05 08:40:00;2016-09-05 14:40:00
RUH;TIF;2016-03-13 10:20:00;2016-03-13 11:55:00
XMN;CSX;2016-04-26 13:50:00;2016-04-26 15:35:00
YMM;YYZ;2016-04-03 13:20:00;2016-04-03 19:04:00
BHX;TFS;2016-07-20 06:35:00;2016-07-20 11:00:00
JAI;BOM;2016-06-16 08:45:00;2016-06-16 10:35:00
MCY;MEL;2016-04-27 17:30:00;2016-04-27 19:55:00
BRU;LHR;2017-01-17 11:55:00;2017-01-17 12:10:00
SPR;TZA;2016-11-01 14:00:00;2016-11-01 14:17:00
